transaction_id,date,year,month,day,product,commodity_category,hs_code,quantity,unit,unit_price,trade_value,market_price,price_deviation,exporter_company,exporter_country,export_port,importer_company,importer_country,import_port,shipping_route,distance_km,transport_mode,vessel_id,port_calls,port_activity_index,cargo_volume,shipment_duration_days,trade_frequency_30d,company_risk_score,route_anomaly,fraud_label
TXN00234,2024-03-11,2024,3,11,Wheat,Agriculture,100199,2726,tons,332.48,906340.48,300,0.1083,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Shanghai-Singapore-Chennai,5600,Sea,IMO5657116,7,1.46,119347,12,4,0.45,0,0
TXN00235,2024-02-20,2024,2,20,Aluminum,Metal,760110,2323,tons,5172.64,12016042.72,2400,1.1553,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Valparaiso-Shanghai,17000,Sea,IMO8874107,6,1.57,64786,29,3,0.77,0,2
TXN00236,2024-04-12,2024,4,12,Copper,Metal,740311,2146,tons,7793.23,16724271.58,8500,-0.0831,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO4868853,3,1.31,135709,18,14,0.54,0,0
TXN00237,2024-01-20,2024,1,20,Wheat,Agriculture,100199,3048,tons,281.68,858560.64,300,-0.0611,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Valparaiso-UAE-Singapore-Shanghai,22000,Sea,IMO4516050,4,1.42,138886,14,14,0.23,1,0
TXN00238,2024-05-07,2024,5,7,Wheat,Agriculture,100199,1729,tons,348.66,602833.14,300,0.1622,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO4940301,1,0.85,109974,20,18,0.42,1,0
TXN00239,2024-05-20,2024,5,20,Steel,Metal,720712,1583,tons,470.87,745387.21,520,-0.0945,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO9906811,7,0.78,131054,28,24,0.52,0,0
TXN00240,2024-06-12,2024,6,12,Wheat,Agriculture,100199,1420,tons,576.91,819212.2,300,0.923,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Perth-Yokohama,7800,Sea,IMO4584413,2,1.18,88821,26,1,0.68,0,2
TXN00241,2024-05-09,2024,5,9,CrudeOil,Energy,270900,1600,tons,67.7,108320.0,75,-0.0973,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO4750305,4,1.58,124418,12,25,0.7,0,0
TXN00242,2024-04-01,2024,4,1,Copper,Metal,740311,3285,tons,8086.01,26562542.85,8500,-0.0487,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO6671333,5,0.73,44390,15,8,0.28,0,0
TXN00243,2024-06-11,2024,6,11,Wheat,Agriculture,100199,3902,tons,351.96,1373347.92,300,0.1732,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO6401090,2,1.55,24523,9,15,0.46,0,0
TXN00244,2024-03-06,2024,3,6,CrudeOil,Energy,270900,935,tons,88.45,82700.75,75,0.1793,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Shanghai-Singapore-Chennai,5600,Sea,IMO2383975,6,1.45,32725,28,2,0.14,0,0
TXN00245,2024-06-08,2024,6,8,Copper,Metal,740311,2817,tons,8287.12,23344817.04,8500,-0.025,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO3485057,2,0.95,138479,34,22,0.36,0,0
TXN00246,2024-06-13,2024,6,13,Steel,Metal,720712,3263,tons,542.23,1769296.49,520,0.0428,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO4132209,7,0.96,59508,11,7,0.14,0,0
TXN00247,2024-03-22,2024,3,22,Copper,Metal,740311,3285,tons,25757.24,84612533.4,8500,2.0303,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO3727714,5,1.04,33160,33,2,0.24,0,2
TXN00248,2024-04-08,2024,4,8,Aluminum,Metal,760110,3119,tons,2537.64,7914899.16,2400,0.0573,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Perth-Yokohama,7800,Sea,IMO1534611,5,1.33,97571,17,20,0.85,0,0
TXN00249,2024-02-05,2024,2,5,Aluminum,Metal,760110,1709,tons,2214.9,3785264.1,2400,-0.0771,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO8250738,1,1.66,75878,15,6,0.15,0,0
TXN00250,2024-04-01,2024,4,1,Wheat,Agriculture,100199,937,tons,978.19,916564.03,300,2.2606,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO1443946,3,0.71,112301,26,17,0.43,0,2
TXN00251,2024-05-11,2024,5,11,Steel,Metal,720712,2321,tons,605.18,1404622.78,520,0.1638,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO4839502,4,1.47,64981,30,27,0.55,0,0
TXN00252,2024-05-09,2024,5,9,Copper,Metal,740311,2949,tons,9875.7,29123439.3,8500,0.1618,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO2265963,2,0.8,121703,32,17,0.13,0,0
TXN00253,2024-05-11,2024,5,11,Steel,Metal,720712,3464,tons,520.8,1804051.2,520,0.0015,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO7684998,3,0.71,25419,14,22,0.25,0,0
TXN00254,2024-01-13,2024,1,13,Wheat,Agriculture,100199,2300,tons,347.92,800216.0,300,0.1597,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO8795528,5,0.89,113040,22,14,0.57,0,0
TXN00255,2024-05-24,2024,5,24,Aluminum,Metal,760110,3458,tons,2285.61,7903639.38,2400,-0.0477,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO7808787,8,1.8,75578,9,30,0.42,0,0
TXN00256,2024-04-12,2024,4,12,Steel,Metal,720712,3436,tons,598.26,2055621.36,520,0.1505,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO9301756,4,1.56,126915,24,18,0.28,0,0
TXN00257,2024-04-25,2024,4,25,Steel,Metal,720712,2560,tons,584.11,1495321.6,520,0.1233,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO7222755,4,0.85,125683,22,10,0.14,0,0
TXN00258,2024-03-11,2024,3,11,Steel,Metal,720712,2044,tons,560.88,1146438.72,520,0.0786,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO4172594,5,1.39,102594,10,21,0.62,0,0
TXN00259,2024-01-15,2024,1,15,CrudeOil,Energy,270900,3610,tons,71.77,259089.7,75,-0.0431,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Dubai-Hamburg,6100,Sea,IMO1170395,6,1.59,22639,32,21,0.5,0,0
TXN00260,2024-01-29,2024,1,29,CrudeOil,Energy,270900,2625,tons,77.03,202203.75,75,0.0271,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO9785834,3,1.44,94612,26,26,0.78,0,0
TXN00261,2024-01-14,2024,1,14,Wheat,Agriculture,100199,960,tons,289.63,278044.8,300,-0.0346,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Perth-Yokohama,7800,Sea,IMO8604310,3,0.81,145848,24,8,0.45,0,0
TXN00262,2024-04-13,2024,4,13,Copper,Metal,740311,956,tons,7703.17,7364230.52,8500,-0.0937,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO9007463,2,1.8,104088,10,28,0.23,0,0
TXN00263,2024-01-09,2024,1,9,Aluminum,Metal,760110,3629,tons,2690.66,9764405.14,2400,0.1211,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO2225264,6,1.28,25593,30,25,0.85,0,0
TXN00264,2024-05-20,2024,5,20,Copper,Metal,740311,1311,tons,3678.83,4822946.13,8500,-0.5672,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO2344298,7,0.87,25105,14,26,0.61,0,2
TXN00265,2024-04-11,2024,4,11,Steel,Metal,720712,2419,tons,524.66,1269152.54,520,0.009,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO9470255,6,1.73,107843,20,22,0.07,0,0
TXN00266,2024-01-22,2024,1,22,CrudeOil,Energy,270900,3521,tons,87.41,307770.61,75,0.1655,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Perth-Yokohama,7800,Sea,IMO8550882,5,1.55,146751,21,18,0.34,0,0
TXN00267,2024-03-06,2024,3,6,Steel,Metal,720712,2838,tons,204.77,581137.26,520,-0.6062,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Perth-Yokohama,7800,Sea,IMO3471739,4,1.53,95373,9,1,0.67,0,2
TXN00268,2024-01-21,2024,1,21,Steel,Metal,720712,3125,tons,603.23,1885093.75,520,0.1601,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO1716331,7,0.8,54088,11,14,0.84,0,0
TXN00269,2024-02-08,2024,2,8,Aluminum,Metal,760110,2182,tons,2615.37,5706737.34,2400,0.0897,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Shanghai-Singapore-Chennai,5600,Sea,IMO6357852,1,1.26,109694,31,12,0.76,0,0
TXN00270,2024-04-09,2024,4,9,CrudeOil,Energy,270900,1357,tons,79.05,107270.85,75,0.054,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Valparaiso-UAE-Singapore-Shanghai,22000,Sea,IMO2316411,4,0.74,142399,22,1,0.44,1,0
TXN00271,2024-05-21,2024,5,21,CrudeOil,Energy,270900,3116,tons,85.43,266199.88,75,0.1391,PetroGlobal,UAE,Dubai,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO9048296,5,1.3,80890,29,23,0.18,0,0
TXN00272,2024-05-01,2024,5,1,CrudeOil,Energy,270900,1083,tons,70.99,76882.17,75,-0.0535,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Valparaiso-Shanghai,17000,Sea,IMO6065315,5,1.46,67228,32,14,0.4,0,0
TXN00273,2024-04-28,2024,4,28,Steel,Metal,720712,3582,tons,622.07,2228254.74,520,0.1963,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO3702834,8,1.43,79544,9,21,0.46,0,0
TXN00274,2024-04-02,2024,4,2,CrudeOil,Energy,270900,3050,tons,71.65,218532.5,75,-0.0447,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO7600674,7,1.56,137364,6,28,0.77,0,0
TXN00275,2024-03-16,2024,3,16,Copper,Metal,740311,2648,tons,8054.55,21328448.4,8500,-0.0524,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO5660097,7,1.13,79219,27,7,0.43,0,0
TXN00276,2024-02-26,2024,2,26,Steel,Metal,720712,2653,tons,571.49,1516162.97,520,0.099,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO1272331,7,0.99,101992,12,18,0.45,0,0
TXN00277,2024-03-02,2024,3,2,Copper,Metal,740311,3201,tons,8970.87,28715754.87,8500,0.0554,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO3173692,5,1.5,114702,35,14,0.1,0,0
TXN00278,2024-05-04,2024,5,4,Wheat,Agriculture,100199,1928,tons,312.75,602982.0,300,0.0425,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Valparaiso-Shanghai,17000,Sea,IMO7870642,4,1.45,138650,33,3,0.52,0,0
TXN00279,2024-01-12,2024,1,12,Aluminum,Metal,760110,1242,tons,2341.26,2907844.92,2400,-0.0245,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO1930750,8,1.44,65580,8,10,0.51,0,0
TXN00280,2024-03-25,2024,3,25,CrudeOil,Energy,270900,1146,tons,76.19,87313.74,75,0.0159,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Valparaiso-Shanghai,17000,Sea,IMO7331050,5,1.46,119163,19,11,0.24,0,0
TXN00281,2024-06-06,2024,6,6,Copper,Metal,740311,3522,tons,8865.12,31222952.64,8500,0.043,AndesMining,Chile,Valparaiso,DeltaFoods,Egypt,Alexandria,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO4362739,3,1.39,84476,20,27,0.06,1,0
TXN00282,2024-02-06,2024,2,6,Copper,Metal,740311,3431,tons,8566.13,29390392.03,8500,0.0078,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO9046500,3,1.35,66798,33,29,0.78,0,0
TXN00283,2024-05-21,2024,5,21,Steel,Metal,720712,2842,tons,538.91,1531582.22,520,0.0364,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO4750220,2,0.85,85746,9,30,0.62,0,0
TXN00284,2024-02-24,2024,2,24,Copper,Metal,740311,807,tons,8397.82,6777040.74,8500,-0.012,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO9178674,7,1.17,58424,27,1,0.89,0,0
TXN00285,2024-03-07,2024,3,7,Wheat,Agriculture,100199,1301,tons,277.2,360637.2,300,-0.076,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO5723258,2,0.91,70420,18,12,0.57,0,0
TXN00286,2024-01-25,2024,1,25,CrudeOil,Energy,270900,2891,tons,69.24,200172.84,75,-0.0768,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO4128408,7,1.1,120824,17,23,0.85,0,0
TXN00287,2024-01-18,2024,1,18,Steel,Metal,720712,2788,tons,526.89,1468969.32,520,0.0132,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO3027255,1,1.31,122920,13,3,0.82,0,0
TXN00288,2024-03-19,2024,3,19,Steel,Metal,720712,2049,tons,1790.41,3668550.09,520,2.4431,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Valparaiso-Shanghai,17000,Sea,IMO4576086,2,0.75,25928,18,16,0.66,0,2
TXN00289,2024-03-08,2024,3,8,Aluminum,Metal,760110,1729,tons,2173.38,3757774.02,2400,-0.0944,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO1575294,5,1.76,61045,23,19,0.47,0,0
TXN00290,2024-04-02,2024,4,2,CrudeOil,Energy,270900,2439,tons,75.46,184046.94,75,0.0061,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Perth-Yokohama,7800,Sea,IMO4997853,6,1.41,114415,5,18,0.21,0,0
TXN00291,2024-01-10,2024,1,10,Copper,Metal,740311,2808,tons,8963.06,25168272.48,8500,0.0545,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO2287031,5,0.72,31040,29,7,0.46,0,0
TXN00292,2024-01-13,2024,1,13,Steel,Metal,720712,1561,tons,289.77,452330.97,520,-0.4428,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO6449417,8,1.26,22973,24,24,0.83,0,2
TXN00293,2024-04-28,2024,4,28,Aluminum,Metal,760110,2292,tons,2773.77,6357480.84,2400,0.1557,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO5415082,2,0.79,62640,24,23,0.35,0,0
TXN00294,2024-05-30,2024,5,30,Aluminum,Metal,760110,3246,tons,2651.21,8605827.66,2400,0.1047,PetroGlobal,UAE,Dubai,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO7606847,7,0.78,99843,19,6,0.15,0,0
TXN00295,2024-03-25,2024,3,25,Steel,Metal,720712,1242,tons,579.08,719217.36,520,0.1136,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Houston-Alexandria,11500,Sea,IMO4259899,3,1.42,80875,9,29,0.08,0,0
TXN00296,2024-06-12,2024,6,12,CrudeOil,Energy,270900,2618,tons,81.62,213681.16,75,0.0883,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO7208194,4,0.73,61311,32,17,0.1,0,0
TXN00297,2024-02-07,2024,2,7,CrudeOil,Energy,270900,3303,tons,34.68,114548.04,75,-0.5376,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO9671386,2,1.78,36688,6,18,0.86,0,2
TXN00298,2024-04-11,2024,4,11,Steel,Metal,720712,1964,tons,521.13,1023499.32,520,0.0022,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO4790948,3,1.44,21834,11,30,0.61,0,0
TXN00299,2024-06-14,2024,6,14,Steel,Metal,720712,3746,tons,597.58,2238534.68,520,0.1492,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Houston-Alexandria,11500,Sea,IMO3547094,6,0.77,49519,26,22,0.86,0,0
TXN00300,2024-01-18,2024,1,18,Wheat,Agriculture,100199,1045,tons,339.29,354558.05,300,0.131,PetroGlobal,UAE,Dubai,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO1826590,5,1.52,28917,12,17,0.82,0,0
TXN00301,2024-01-23,2024,1,23,Copper,Metal,740311,2078,tons,18327.17,38083859.26,8500,1.1561,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO8629093,1,1.58,149291,25,25,0.81,0,2
TXN00302,2024-02-19,2024,2,19,Aluminum,Metal,760110,1501,tons,2815.22,4225645.22,2400,0.173,HuaxinSteel,China,Shanghai,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO4392584,2,1.31,45157,13,22,0.61,0,0
TXN00303,2024-03-29,2024,3,29,Copper,Metal,740311,1108,tons,8800.18,9750599.44,8500,0.0353,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO3962236,1,0.72,81266,16,22,0.15,0,0
TXN00304,2024-02-28,2024,2,28,Copper,Metal,740311,1320,tons,9365.33,12362235.6,8500,0.1018,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO5051257,8,1.16,123226,19,16,0.65,0,0
TXN00305,2024-02-24,2024,2,24,Aluminum,Metal,760110,2800,tons,2839.91,7951748.0,2400,0.1833,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO5261510,3,0.83,91684,21,14,0.07,0,0
TXN00306,2024-05-20,2024,5,20,Wheat,Agriculture,100199,2878,tons,310.48,893561.44,300,0.0349,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO6454802,2,1.4,64610,34,10,0.4,0,0
TXN00307,2024-01-28,2024,1,28,Steel,Metal,720712,1190,tons,609.69,725531.1,520,0.1725,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO4957835,5,0.8,118493,28,5,0.8,0,0
TXN00308,2024-06-01,2024,6,1,CrudeOil,Energy,270900,3959,tons,30.27,119838.93,75,-0.5964,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO7824264,7,0.95,54615,12,6,0.26,0,2
TXN00309,2024-01-23,2024,1,23,Copper,Metal,740311,3425,tons,8938.11,30613026.75,8500,0.0515,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Houston-Alexandria,11500,Sea,IMO3865198,5,0.82,89807,7,30,0.1,0,0
TXN00310,2024-06-27,2024,6,27,Wheat,Agriculture,100199,2389,tons,294.97,704683.33,300,-0.0168,HuaxinSteel,China,Shanghai,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO3918500,1,1.78,68135,17,25,0.54,0,0
TXN00311,2024-01-17,2024,1,17,Steel,Metal,720712,3599,tons,543.19,1954940.81,520,0.0446,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO7344825,4,1.33,46922,9,10,0.63,0,0
TXN00312,2024-05-16,2024,5,16,Steel,Metal,720712,2198,tons,559.44,1229649.12,520,0.0758,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO7117204,3,0.85,132997,8,21,0.45,0,0
TXN00313,2024-05-26,2024,5,26,Copper,Metal,740311,3674,tons,9829.69,36114281.06,8500,0.1564,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO7410945,3,0.9,148449,25,22,0.76,0,0
TXN00314,2024-02-15,2024,2,15,Aluminum,Metal,760110,3367,tons,2307.83,7770463.61,2400,-0.0384,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Valparaiso-Shanghai,17000,Sea,IMO5822146,4,1.37,125568,7,1,0.27,0,0
TXN00315,2024-04-20,2024,4,20,Steel,Metal,720712,3964,tons,595.28,2359689.92,520,0.1448,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO1304107,2,1.79,55952,27,18,0.75,0,0
TXN00316,2024-03-09,2024,3,9,Steel,Metal,720712,2946,tons,495.05,1458417.3,520,-0.048,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Shanghai-Singapore-Chennai,5600,Sea,IMO4280680,6,1.33,87179,7,19,0.88,0,0
TXN00317,2024-01-18,2024,1,18,CrudeOil,Energy,270900,3351,tons,89.33,299344.83,75,0.1911,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO7780621,3,1.45,89015,7,16,0.81,0,0
TXN00318,2024-06-12,2024,6,12,Steel,Metal,720712,3189,tons,481.64,1535949.96,520,-0.0738,AndesMining,Chile,Valparaiso,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO7066357,8,0.87,42658,29,24,0.7,0,0
TXN00319,2024-02-03,2024,2,3,Steel,Metal,720712,3498,tons,580.65,2031113.7,520,0.1166,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO5744172,5,1.01,46591,15,24,0.11,1,0
TXN00320,2024-02-21,2024,2,21,Aluminum,Metal,760110,3267,tons,2746.31,8972194.77,2400,0.1443,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO8022853,3,1.32,140653,29,6,0.11,0,0
TXN00321,2024-02-08,2024,2,8,CrudeOil,Energy,270900,1603,tons,78.32,125546.96,75,0.0443,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO9665380,8,1.3,45793,17,11,0.66,0,0
TXN00322,2024-03-20,2024,3,20,Copper,Metal,740311,3767,tons,19460.53,73307816.51,8500,1.2895,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO6968093,7,1.04,67773,23,25,0.65,0,2
TXN00323,2024-01-22,2024,1,22,Steel,Metal,720712,1420,tons,472.92,671546.4,520,-0.0905,AndesMining,Chile,Valparaiso,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO8785317,8,1.53,56503,17,24,0.33,0,0
TXN00324,2024-05-20,2024,5,20,Aluminum,Metal,760110,3976,tons,2312.02,9192591.52,2400,-0.0367,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO7650374,5,1.75,39040,10,27,0.07,0,0
TXN00325,2024-06-11,2024,6,11,CrudeOil,Energy,270900,1374,tons,81.96,112613.04,75,0.0928,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Perth-Yokohama,7800,Sea,IMO4667904,2,0.78,47787,24,20,0.67,0,0
TXN00326,2024-03-09,2024,3,9,Aluminum,Metal,760110,3109,tons,2533.88,7877832.92,2400,0.0558,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Shanghai-Singapore-Chennai,5600,Sea,IMO5968544,1,0.71,144500,16,5,0.77,0,0
TXN00327,2024-04-08,2024,4,8,CrudeOil,Energy,270900,1390,tons,83.94,116676.6,75,0.1192,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO4663926,5,1.15,27634,26,12,0.57,0,0
TXN00328,2024-04-04,2024,4,4,Wheat,Agriculture,100199,3520,tons,329.26,1158995.2,300,0.0975,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO6049130,4,1.13,107848,21,26,0.19,0,0
TXN00329,2024-04-19,2024,4,19,Copper,Metal,740311,2236,tons,9150.67,20460898.12,8500,0.0765,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO6802298,1,1.58,91142,12,14,0.81,0,0
TXN00330,2024-04-22,2024,4,22,CrudeOil,Energy,270900,2480,tons,76.15,188852.0,75,0.0153,AndesMining,Chile,Valparaiso,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO8951192,1,1.46,81013,33,20,0.75,0,0
TXN00331,2024-03-09,2024,3,9,Copper,Metal,740311,1757,tons,22797.26,40054785.82,8500,1.682,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Valparaiso-Shanghai,17000,Sea,IMO6850544,1,0.73,70418,28,26,0.88,0,2
TXN00332,2024-03-22,2024,3,22,Aluminum,Metal,760110,840,tons,2807.68,2358451.2,2400,0.1699,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Perth-Malaysia-Indonesia-Yokohama,12000,Sea,IMO4901770,1,0.9,97573,7,1,0.86,1,0
TXN00333,2024-06-26,2024,6,26,CrudeOil,Energy,270900,2028,tons,28.89,58588.92,75,-0.6148,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Dubai-Hamburg,6100,Sea,IMO2494331,7,1.2,91780,13,1,0.44,0,2
TXN00334,2024-05-06,2024,5,6,CrudeOil,Energy,270900,3302,tons,68.52,226253.04,75,-0.0864,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO7328105,1,1.61,24402,27,10,0.85,0,0
